alpha,delta
0.5,3.5913433144777165
0.51,4.1886510376400885
0.52,3.933024728325998
0.53,4.214147803212626
0.54,4.206924045244981
0.55,3.915516481942959
0.56,4.799076602110601
0.5700000000000001,3.729882741605216
0.5800000000000001,3.795493570359471
0.5900000000000001,3.457805049070061
0.6000000000000001,3.0324146123712143
0.6100000000000001,14.776943020475443
0.6200000000000001,3.6923458882625066
0.6300000000000001,3.918129655224393
0.6400000000000001,18.592045938185702
0.6500000000000001,3.477869780280151
0.6600000000000001,4.186322655415295
0.6700000000000002,13.590091688691786
0.6800000000000002,3.4127818635940135
0.6900000000000002,5.916410948158181
0.7000000000000002,3.8025815794771765
0.7100000000000002,3.5280086800289068
0.7200000000000002,4.003209580054161
0.7300000000000002,4.8217339030307835
0.7400000000000002,4.079422749363216
0.7500000000000002,23273.506395112334
0.7600000000000002,6.098748550764809
0.7700000000000002,3.696873316488631
0.7800000000000002,26.203610213933842
0.7900000000000003,3.4178120588418164
0.8000000000000003,3.4878608732021834
0.8100000000000003,8.290985237771881
0.8200000000000003,198.0376008419009
0.8300000000000003,18.351495248052355
0.8400000000000003,8.587937739378424
0.8500000000000003,5.9035375992646575
0.8600000000000003,262.33343928872563
0.8700000000000003,4.5848567927569865
0.8800000000000003,5.778495072579455
0.8900000000000003,29.22888116225928
0.9000000000000004,27.74268794564833
0.9100000000000004,50.89381251205299
0.9200000000000004,36.740444424968466
0.9300000000000004,24.452071214092577
0.9400000000000004,26.873505529711924
0.9500000000000004,56.07407992255161
0.9600000000000004,54.537213517942
0.9700000000000004,156.4306346411127
0.9800000000000004,61.30108434630931
0.9900000000000004,39.15361193411586
