M,m,alpha,delta,log_delta
2,310,0.9500000000000004,0.004163510069392377,2.380540380669126
2,310,1.0000000000000004,0.00813881527929812,2.0894388082691893
2,330,0.5,0.02566271975272074,1.590697318693524
2,330,0.55,0.22790192873836868,0.6422519993615899
2,330,0.6000000000000001,0.012838865990385032,1.891473334200784
2,330,0.6500000000000001,0.006055058374339617,2.217881665645392
2,330,0.7000000000000002,0.060758883710555545,1.2163902137888327
2,330,0.7500000000000002,0.056364267391353765,1.2489961334768476
2,330,0.8000000000000003,0.012684872893263513,1.8967138801987218
2,330,0.8500000000000003,0.0003277526209997659,3.4844538266212983
2,330,0.9000000000000004,0.03871423694175426,1.4121292962674612
2,330,0.9500000000000004,0.0037391440440779355,2.427227804077334
2,330,1.0000000000000004,0.003557976426717679,2.448796933649606
2,350,0.5,0.025647430129288214,1.5909561446489706
2,350,0.55,0.009891639904837001,2.004731702075073
2,350,0.6000000000000001,0.009648336889409241,2.0155475407494166
2,350,0.6500000000000001,0.0044163784300432435,2.354933719917
2,350,0.7000000000000002,0.002052361462924848,2.6877461486630256
2,350,0.7500000000000002,0.0006795504304845917,3.167778308072798
2,350,0.8000000000000003,0.0057393756617528,2.24113534826456
2,350,0.8500000000000003,0.005921622521880489,2.227559280480891
2,350,0.9000000000000004,0.0017574481130625942,2.755117488238861
2,350,0.9500000000000004,0.008116742245834117,2.0906182452105844
2,350,1.0000000000000004,0.0035265566204400545,2.4526491389717187
2,370,0.5,0.025917845553820523,1.586401102453266
2,370,0.55,0.009856005087347892,2.006299081010966
2,370,0.6000000000000001,0.006203513777478558,2.2073622489037548
2,370,0.6500000000000001,0.0031558901498476154,2.5008781221119536
2,370,0.7000000000000002,0.003280807201976168,2.4840192903631357
2,370,0.7500000000000002,0.00831242468683205,2.0802722765148753
2,370,0.8000000000000003,0.013693033257640846,1.8635003370275292
2,370,0.8500000000000003,0.009104048256371363,2.0407654489476577
2,370,0.9000000000000004,0.020207099389864973,1.6944960224265113
2,370,0.9500000000000004,0.004309204717360273,2.3656028733964276
2,370,1.0000000000000004,0.006016779290776467,2.220635919130899
2,390,0.5,0.025803138764980044,1.5883274620445644
2,390,0.55,0.009790137144222855,2.0092112243805156
2,390,0.6000000000000001,0.008745039354265086,2.058238231776876
2,390,0.6500000000000001,0.005531594319568356,2.257149678026449
2,390,0.7000000000000002,0.0016573721235948952,2.7805799701084197
2,390,0.7500000000000002,0.0036989509164394086,2.4319214315559083
2,390,0.8000000000000003,0.017307583878233664,1.761763554977785
2,390,0.8500000000000003,0.00783223921640915,2.1061140565496683
2,390,0.9000000000000004,0.002736153343735168,2.562859566867186
2,390,0.9500000000000004,0.0036110147955511636,2.4423707321178805
2,390,1.0000000000000004,0.0061211304072494085,2.213168368001952
2,410,0.5,0.025920684527847637,1.5863535335598762
2,410,0.55,0.009838861669955005,2.00705514537503
2,410,0.6000000000000001,0.006168300468249672,2.209834479230035
2,410,0.6500000000000001,0.004383972195495799,2.3581322089445447
2,410,0.7000000000000002,0.0018296472272717485,2.7376326381483556
2,410,0.7500000000000002,0.0167595661010803,1.7757372292824622
2,410,0.8000000000000003,0.04710457996322483,1.3269368645047503
2,410,0.8500000000000003,0.016195426840740434,1.7906076013966035
2,410,0.9000000000000004,0.0476405016732027,1.3220236738736326
2,410,0.9500000000000004,0.0033518937075290383,2.47470976180952
2,410,1.0000000000000004,0.0040380033116225785,2.393833329221299
2,430,0.5,0.025693709345928496,1.590173193040854
2,430,0.55,0.009878749676627266,2.0052980192689907
2,430,0.6000000000000001,0.007520414822288541,2.1237582032830704
2,430,0.6500000000000001,0.00427931903908317,2.3686253340469765
2,430,0.7000000000000002,0.0018907905965646651,2.723356566232796
2,430,0.7500000000000002,0.015998341722794355,1.795925030966766
2,430,0.8000000000000003,0.002706100412826335,2.5676560924659255
2,430,0.8500000000000003,0.021749675209414107,1.6625472240340526
2,430,0.9000000000000004,0.008258910216680746,2.083077255113798
2,430,0.9500000000000004,0.004617275645794988,2.3356141978174234
2,430,1.0000000000000004,0.014570789543199278,1.8365169146017088
2,450,0.5,0.026027238547364735,1.5845719074674227
2,450,0.55,0.00988167914961334,2.0051692514195434
2,450,0.6000000000000001,0.005805368876705347,2.2361701797104394
2,450,0.6500000000000001,0.0033062431690858898,2.480665207900548
2,450,0.7000000000000002,0.0010286786162068391,2.9877202880256997
2,450,0.7500000000000002,0.004387425372937971,2.3577902575111622
2,450,0.8000000000000003,0.019087462938974856,1.7192517931792337
2,450,0.8500000000000003,0.011261673454643822,1.9483970696874564
2,450,0.9000000000000004,0.011026562301795677,1.95755986435627
2,450,0.9500000000000004,0.007914309065082989,2.1015869939184606
2,450,1.0000000000000004,0.007937569609691516,2.1003124530735295
2,470,0.5,0.025841506416395,1.5876821729811916
2,470,0.55,0.009969650699164459,2.001320057544199
2,470,0.6000000000000001,0.005886543971497349,2.2301396075262976
2,470,0.6500000000000001,0.004418188405088795,2.3547557684225278
2,470,0.7000000000000002,0.0021710351276889375,2.6633331495358856
2,470,0.7500000000000002,0.016471573210997407,1.7832649190921885
2,470,0.8000000000000003,0.03050055576292138,1.5156922471262966
2,470,0.8500000000000003,0.00351685423337352,2.4538456319541564
2,470,0.9000000000000004,0.002483139351265461,2.60499890759507
2,470,0.9500000000000004,0.0029647188112047656,2.5280164910124125
2,470,1.0000000000000004,0.006477605126977899,2.1885855299907804
2,490,0.5,0.02591653105512907,1.586423129515831
2,490,0.55,0.00992521867213286,2.003259916095883
2,490,0.6000000000000001,0.005971568390847928,2.223911589467935
2,490,0.6500000000000001,0.006499494611496729,2.187120411968134
2,490,0.7000000000000002,0.0010252686012700261,2.989162342639702
2,490,0.7500000000000002,0.01157700691654005,1.9364037072449796
2,490,0.8000000000000003,0.026565327839285564,1.575684820148969
2,490,0.8500000000000003,0.009238426591388856,2.03440198774776
2,490,0.9000000000000004,0.01301161641329843,1.8856687483446382
2,490,0.9500000000000004,0.0011632872385730468,2.9343130361530165
2,490,1.0000000000000004,0.005023347110094768,2.2990068113307243
3,50,0.5,0.02654213903427184,1.5760640802151054
3,50,0.55,0.052841591664898505,1.2770241092847698
3,50,0.6000000000000001,0.010371708039225417,1.98414971700276
3,50,0.6500000000000001,0.012358665259159619,1.9080284306940436
3,50,0.7000000000000002,0.02156812957020147,1.6661875161196216
3,50,0.7500000000000002,0.015327050999233455,1.8145413975240987
3,50,0.8000000000000003,0.02429334176060358,1.6145127400995478
3,50,0.8500000000000003,0.0369323031084808,1.4325936087823663
3,50,0.9000000000000004,0.014171338355311614,1.8485891326121489
3,50,0.9500000000000004,0.01864116188381109,1.7295270220248562
3,50,1.0000000000000004,0.015480343223537198,1.810219414555206
3,70,0.5,0.02725142963110114,1.5646107093648745
3,70,0.55,0.1346648572849309,0.8707457248302153
3,70,0.6000000000000001,0.026273209105118923,1.580486877669737
3,70,0.6500000000000001,0.12718720505413605,0.8955565762181037
3,70,0.7000000000000002,0.0027381547032921455,2.5625420182589758
3,70,0.7500000000000002,0.0741687283198631,1.1297791672387225
