alpha,delta
0.5,2.755636003699061
0.51,2.7988545721881373
0.52,2.7303612917203544
0.53,2.7344115789883814
0.54,2.796053181138603
0.55,2.6990902764894167
0.56,2.768380378330743
0.5700000000000001,2.589231809584953
0.5800000000000001,1.9585798994341124
0.5900000000000001,1.8949869841026838
0.6000000000000001,1.8192508183715823
0.6100000000000001,5.977895908034018
0.6200000000000001,1.7009296367908453
0.6300000000000001,1.940498701380381
0.6400000000000001,30.900996580286602
0.6500000000000001,3.2236466251517193
0.6600000000000001,4.775334099027375
0.6700000000000002,2.3632395385995775
0.6800000000000002,4.116004675517307
0.6900000000000002,4.980571490508491
0.7000000000000002,3.952539954242721
0.7100000000000002,3.198628037042461
0.7200000000000002,3.451503213155679
0.7300000000000002,3.510202226088042
0.7400000000000002,3.4544426716934713
0.7500000000000002,10747.891196535636
0.7600000000000002,4.1858886575967675
0.7700000000000002,3.433067436477291
0.7800000000000002,15.542644227535831
0.7900000000000003,3.8129033195226545
0.8000000000000003,3.934165414757816
0.8100000000000003,2.939028690117066
0.8200000000000003,86.71727562680762
0.8300000000000003,7.306390082111698
0.8400000000000003,2.7527278701419546
0.8500000000000003,8.316660062544726
0.8600000000000003,91.87910657264364
0.8700000000000003,3.447558534714023
0.8800000000000003,4.329741800922981
0.8900000000000003,3.9213809592052837
0.9000000000000004,16.949145621537593
0.9100000000000004,9.005831155507387
0.9200000000000004,10.183599526273753
0.9300000000000004,10.030678246441349
0.9400000000000004,15.467043296487747
0.9500000000000004,13.471697895239998
0.9600000000000004,29.492328989285785
0.9700000000000004,756.5386948137403
0.9800000000000004,9.747513453391896
0.9900000000000004,9.06694740765039
