m,delta
20,0.051051385568038676
21,0.04985125881676823
22,0.048675304315101656
23,0.04738583181476768
24,0.046021574970537556
25,0.044854768753264274
26,0.043976834034387444
27,0.04333264235546794
28,0.042986042550379085
29,0.042988922394599734
30,0.043312503628163766
31,0.04399097816214895
32,0.04498217884104684
33,0.046200700570508534
34,0.04756249952297886
35,0.04901349276965317
36,0.05058963972711917
37,0.05218992920583144
38,0.05366433161845119
39,0.054937125461986716
40,0.05594685502805003
41,0.056426173996384006
42,0.055867333129833704
43,0.05338606504699595
44,0.047632917245665936
45,0.03742073078651809
46,0.023909279769738202
47,0.015801635890342475
48,0.021363006703511548
49,0.027850547642668956
50,0.03057594776975226
51,0.030325704271604016
52,0.03010588904086365
53,0.03161242083900925
54,0.033830238204420875
55,0.035433522386745166
56,0.03580008294977066
57,0.03571545888125365
58,0.03578778909941464
59,0.03553681751078439
60,0.034536017713514784
61,0.032644554903466495
62,0.030178049617968602
63,0.027631087250409084
64,0.025321591082222147
65,0.023321213093654383
66,0.02146928030689129
67,0.01962531550908508
68,0.01782685348859294
69,0.01620456101089799
70,0.014849048794301793
71,0.013770477162208932
72,0.012931213160587339
73,0.012276523461713103
74,0.01175351453669831
75,0.011326530410972084
76,0.010981097821997651
77,0.010713390562091227
78,0.010519042801074277
79,0.010391117342618062
80,0.010321807477806148
81,0.010302488090557244
82,0.010323104221221499
83,0.01037237979496561
84,0.010438176947261351
85,0.010507881506491085
86,0.010569505372582165
87,0.010613538391806612
88,0.01063476531865845
89,0.01063304352244064
90,0.010612319436730315
91,0.010578491483702912
92,0.010537228148669907
93,0.0104927363719698
94,0.010447677008984925
95,0.010403736546535657
96,0.010362364284010533
97,0.010324992758393211
98,0.010292822523791573
99,0.010266421785517735
100,0.010245654900402756
101,0.010229875477726736
102,0.010218206309104815
103,0.010209759993273993
104,0.0102037897036135
105,0.010199756256253837
106,0.0101973368586654
107,0.010196365426387221
108,0.010196736090232026
109,0.010198323912562932
110,0.01020097274066815
111,0.010204475809928297
112,0.010208581495888247
113,0.010212977323226319
114,0.010217309723982387
115,0.01022122341440368
116,0.010224441911188514
117,0.01022680316915121
118,0.01022829215416901
119,0.01022899813399619
120,0.010229039270972445
121,0.010228540808271845
122,0.010227612052402612
123,0.010226358797755948
124,0.010224882998523996
125,0.010223296464378905
126,0.010221706770030595
127,0.010220199141256846
128,0.010218847156827828
129,0.010217700764946389
130,0.010216764775996673
